Node,Group,UpBinRatio
ADAM28,CHOL,0.857142857142857
ADAM28,COAD,0.557823129251701
ADAM28,ESCA,0.687861271676301
ADAM28,GBM,0.909090909090909
ADAM28,HNSC,0.546692607003891
ADAM28,KICH,0.246153846153846
ADAM28,KIRC,0.937864077669903
ADAM28,KIRP,0.860215053763441
ADAM28,LGG,0.8715953307393
ADAM28,LIHC,0.146408839779006
ADAM28,LUAD,0.958424507658643
ADAM28,LUSC,0.886831275720165
ADAM28,MESO,0.795180722891566
ADAM28,OV,0.881040892193309
ADAM28,PAAD,1
ADAM28,PCPG,0.292134831460674
ADAM28,PRAD,0.498765432098765
ADAM28,READ,0.378205128205128
ADAM28,SARC,0.448430493273543
ADAM28,SKCM,0.058252427184466
ADAM28,STAD,0.91304347826087
ADAM28,TGCT,0.597315436241611
ADAM28,THCA,0.328
ADAM28,UCEC,0.884469696969697
ADAM28,UCS,0.43859649122807
ADAM28,UVM,0.0625
ADAM9,ACC,0.269230769230769
ADAM9,BLCA,0.571788413098237
ADAM9,BRCA,0.565096952908587
ADAM9,CESC,0.706666666666667
ADAM9,CHOL,0.914285714285714
ADAM9,COAD,0.850340136054422
ADAM9,ESCA,0.942196531791908
ADAM9,GBM,0.909090909090909
ADAM9,HNSC,0.785992217898833
ADAM9,KICH,0.769230769230769
ADAM9,KIRC,0.90873786407767
ADAM9,KIRP,0.799283154121864
ADAM9,LGG,0.552529182879377
ADAM9,LIHC,0.135734072022161
ADAM9,LUAD,0.925601750547046
ADAM9,LUSC,0.876543209876543
ADAM9,MESO,0.903614457831325
ADAM9,OV,0.382899628252788
ADAM9,PAAD,0.960264900662252
ADAM9,PCPG,0.0674157303370787
ADAM9,PRAD,0.901234567901234
ADAM9,READ,0.794871794871795
ADAM9,SARC,0.757847533632287
ADAM9,SKCM,0.194174757281553
ADAM9,STAD,0.943734015345269
ADAM9,TGCT,0.120805369127517
ADAM9,THCA,0.69
ADAM9,UCEC,0.464015151515152
ADAM9,UCS,0.263157894736842
ADAM9,UVM,0
ADCYAP1,ACC,0.346153846153846
ADCYAP1,BLCA,0.654911838790932
ADCYAP1,BRCA,0.710987996306556
ADCYAP1,CESC,0.45
ADCYAP1,CHOL,0.485714285714286
ADCYAP1,COAD,0.741496598639456
ADCYAP1,ESCA,0.728323699421965
ADCYAP1,GBM,0.967532467532468
ADCYAP1,HNSC,0.750972762645914
ADCYAP1,KICH,0.892307692307692
ADCYAP1,KIRC,0.869902912621359
ADCYAP1,KIRP,0.702508960573477
ADCYAP1,LGG,0.805447470817121
ADCYAP1,LIHC,0.408839779005525
ADCYAP1,LUAD,0.781181619256017
ADCYAP1,LUSC,0.808641975308642
ADCYAP1,MESO,1
ADCYAP1,OV,0.401486988847584
ADCYAP1,PAAD,0.966887417218543
ADCYAP1,PCPG,0.910112359550562
ADCYAP1,PRAD,0.703703703703704
ADCYAP1,READ,0.814102564102564
ADCYAP1,SARC,0.708520179372197
ADCYAP1,SKCM,0.504854368932039
ADCYAP1,STAD,0.771794871794872
ADCYAP1,TGCT,0.624161073825503
ADCYAP1,THCA,0.38
ADCYAP1,UCEC,0.291666666666667
ADCYAP1,UCS,0.701754385964912
ADCYAP1,UVM,0.05
ADIPOQ,ACC,0.551282051282051
ADIPOQ,BLCA,0.604534005037784
ADIPOQ,BRCA,0.967682363804247
ADIPOQ,CESC,0.51
ADIPOQ,CHOL,0.371428571428571
ADIPOQ,COAD,0.643884892086331
ADIPOQ,ESCA,1
ADIPOQ,GBM,0.538961038961039
ADIPOQ,HNSC,0.632295719844358
ADIPOQ,KICH,0.523076923076923
ADIPOQ,KIRC,0.629126213592233
ADIPOQ,KIRP,0.508960573476703
ADIPOQ,LGG,0.704280155642023
ADIPOQ,LIHC,0.505524861878453
ADIPOQ,LUAD,0.50328227571116
ADIPOQ,LUSC,0.495884773662552
ADIPOQ,MESO,0.710843373493976
ADIPOQ,OV,1
ADIPOQ,PAAD,0.821192052980132
ADIPOQ,PCPG,0.52247191011236
ADIPOQ,PRAD,0.48019801980198
ADIPOQ,READ,0.644444444444445
ADIPOQ,SARC,0.690582959641256
ADIPOQ,SKCM,0.553398058252427
ADIPOQ,STAD,1
ADIPOQ,TGCT,0.832214765100671
ADIPOQ,THCA,0.562
